Cod_Prod	Nom_Prod	Concent	Nom_Form_Farm	Presentac	Fracción	Num_RegSan	Nom_Titular	Nom_Fabricante	Nom_IFA	Nom_Rubro	Situación
60034	ACETILCISTEINA	600 mg	Polvo para Solución Oral	Caja Sobre x 3 g	50	EN08293	SHERFARMA S.A.C.	LABORATORIOS PORTUGAL S.R.L.	ACETILCISTEINA	ESPECIALIDAD FARMACEUTICA	ACT
60304	ACETILCISTEINA	200 mg	Granulos para Solución Oral	Caja Sobre x 3 g	1	EE07314	GENFAR DEL PERU S.A.C.	GENFAR DESARROLLO Y MANUFACTURA S.A.	ACETILCISTEINA	ESPECIALIDAD FARMACEUTICA	ACT
60305	ACETILCISTEINA	200 mg	Granulos para Solución Oral	Caja Sobre x 3 g	30	EE07314	GENFAR DEL PERU S.A.C.	GENFAR DESARROLLO Y MANUFACTURA S.A.	ACETILCISTEINA	ESPECIALIDAD FARMACEUTICA	ACT
59877	ACETÓNIDO DE TRIAMCINOLONA	40 mg/ mL	Suspensión Inyectable	Caja Vial x 1 mL	10	EN09880	FARMACEUTICA OTARVASQ SOCIEDAD ANONIMA CERRADA	FARMACEUTICA OTARVASQ SOCIEDAD ANONIMA CERRADA	TRIAMCINOLONA ACETONIDO	ESPECIALIDAD FARMACEUTICA	ACT
50002	ACETOSODIUM	27.22 %	Solución Inyectable	Caja Ampolla x 20 mL	1	EN03433	MEDIFARMA S.A.	MEDIFARMA S.A.	SODIO ACETATO TRIHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
49230	ACEVIR	250 mg	Polvo para Solución Inyectable	Caja Vial +  Ampolla Solvente x 10 mL	1	EN00085	LABORATORIOS AC FARMA S.A.	LABORATORIOS AC FARMA S.A.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
58434	ACEVIR	400 mg	Tableta	Caja Envase Blíster Tabletas	500	EN02873	LABORATORIOS AC FARMA S.A.	LABORATORIOS AC FARMA S.A.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
46108	ACEVIR	250 mg	Polvo para Solución Inyectable	Caja Vial + Solvente Ampolla x 10 mL	10	EN00085	LABORATORIOS AC FARMA S.A.	LABORATORIOS AC FARMA S.A.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
41656	ACEVIR	400 mg	Tableta	Caja Envase Blister Tabletas	100	EN02873	LABORATORIOS AC FARMA S.A.	LABORATORIOS AC FARMA S.A.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
27549	ACEVIR	400 mg	Tableta	Caja Envase Blister Tabletas	10	N19880	LABORATORIOS AC FARMA S.A.	LABORATORIOS AC FARMA S.A.	ACICLOVIR	MEDICAMENTO DE MARCA	ACT
48792	ACI BASIC	400 mg + 30 mg/ 5 mL	Suspensión Oral	Caja Frasco x 150 mL	1	EN07578	TEVA PERU S.A.	TEVA PERU S.A.	MAGALDRATO + SIMETICONA	ESPECIALIDAD FARMACEUTICA	ACT
48793	ACI BASIC	400 mg + 30 mg/ 5 mL	Suspensión Oral	Caja Frasco x 220 mL	1	EN07578	TEVA PERU S.A.	TEVA PERU S.A.	MAGALDRATO + SIMETICONA	ESPECIALIDAD FARMACEUTICA	ACT
59594	ACI BASIC 	800 mg/ 10 mL + 60 mg/ 10 mL	Suspensión Oral	Caja Frasco x 200 mL	1	EE12942	LABORATORIOS SIEGFRIED S.A.C.	ROEMMERS S.A.I.C.F - ARGENTINA	MAGALDRATO + SIMETICONA	ESPECIALIDAD FARMACEUTICA	ACT
59290	ACI BASIC	400 mg + 30 mg/ 5 mL	Suspensión Oral	Caja Frasco x 150 mL	1	EN07578	LABORATORIOS SIEGFRIED S.A.C.	TEVA PERU S.A.	MAGALDRATO + SIMETICONA	ESPECIALIDAD FARMACEUTICA	ACT
59291	ACI BASIC	400 mg + 30 mg/ 5 mL	Suspensión Oral	Caja Frasco x 220 mL	1	EN07578	LABORATORIOS SIEGFRIED S.A.C.	TEVA PERU S.A.	MAGALDRATO + SIMETICONA	ESPECIALIDAD FARMACEUTICA	ACT
59289	ACI BASIC UVA	400 mg/ 5 mL + 30 mg/ 5 mL	Suspensión Oral	Caja Frasco x 150 mL	1	EN05488	LABORATORIOS SIEGFRIED S.A.C.	TEVA PERU S.A.	MAGALDRATO + SIMETICONA	ESPECIALIDAD FARMACEUTICA	ACT
58485	ACI BASIC UVA	400 mg/ 5 mL + 30 mg/ 5 mL	Suspensión Oral	Caja Envase Frasco x 150 mL	1	EN05488	TEVA PERU S.A.	TEVA PERU S.A.	MAGALDRATO + SIMETICONA	ESPECIALIDAD FARMACEUTICA	ACT
57393	ACI BASIC UVA	400 mg/ 5 mL + 30 mg/ 5 mL	Suspensión Oral	Frasco x 150 mL	1	EN05488	TEVA PERU S.A.	TEVA PERU S.A.	MAGALDRATO + SIMETICONA	ESPECIALIDAD FARMACEUTICA	ACT
48473	ACI BASIC UVA	800 mg + 60 mg/ 10 mL	Suspensión Oral	Frasco x 150 mL	1	EN05488	TEVA PERU S.A.	TEVA PERU S.A.	MAGALDRATO + SIMETICONA	ESPECIALIDAD FARMACEUTICA	ACT
47861	ACI TIP	800 mg + 40 mg	Comprimido Masticable	Caja Envase Blister Comprimido Masticable	140	EE03153	MEGA LABS LATAM S.A.	ACROMAX LABORATORIO QUIMICO FARMACEUTICO S.A. - ECUADOR	MAGALDRATO + SIMETICONA	ESPECIALIDAD FARMACEUTICA	ACT
42868	ACI TIP	800 mg + 40 mg	Comprimido Masticable	Caja Envase Blister Comprimido Masticable	140	EE03153	LABORATORIOS ROEMMERS S.A.	ACROMAX LABORATORIO QUIMICO FARMACEUTICO S.A. - ECUADOR	MAGALDRATO + SIMETICONA	ESPECIALIDAD FARMACEUTICA	ACT
46718	ACICLAV	875 mg + 125 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	14	EE06168	OQ PHARMA S.A.C.	NORTH CHINA PHARMACEUTICAL CO., LTD	AMOXICILINA TRIHIDRATO + CLAVULANATO POTASICO	ESPECIALIDAD FARMACEUTICA	ACT
46719	ACICLAV	250 mg + 62.5 mg	Polvo para Suspensión Oral	Caja Frasco x 60 mL	1	EE06056	OQ PHARMA S.A.C.	MEDREICH LIMITED	AMOXICILINA TRIHIDRATO + CLAVULANATO POTASICO	ESPECIALIDAD FARMACEUTICA	ACT
46830	ACICLAV	500 mg + 125 mg	Tableta Recubierta	Caja Envase Blíster Tabletas Recubiertas	14	EE06167	OQ PHARMA S.A.C.	NORTH CHINA PHARMACEUTICAL CO., LTD	AMOXICILINA TRIHIDRATO + CLAVULANATO POTASICO	ESPECIALIDAD FARMACEUTICA	ACT
56818	ACICLAV	875 mg + 125 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	14	EE11010	OQCORP SOCIEDAD ANONIMA CERRADA - OQCORP S.A.C.	REYOUNG PHARMACEUTICAL CO. LTD.	AMOXICILINA TRIHIDRATO + CLAVULANATO POTASICO	ESPECIALIDAD FARMACEUTICA	ACT
55744	ACICLAV	250 mg + 62.5 mg	Polvo para Suspensión Oral	Caja Frascos x 60 mL + Accesorio	1	EE06056	OQCORP SOCIEDAD ANONIMA CERRADA - OQCORP S.A.C.	MEDREICH LIMITED	AMOXICILINA TRIHIDRATO + CLAVULANATO POTASICO	ESPECIALIDAD FARMACEUTICA	ACT
56351	ACICLAV	500 mg + 125 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	14	EE06167	OQCORP SOCIEDAD ANONIMA CERRADA - OQCORP S.A.C.	NORTH CHINA PHARMACEUTICAL CO., LTD	AMOXICILINA TRIHIDRATO + CLAVULANATO POTASICO	ESPECIALIDAD FARMACEUTICA	ACT
55162	ACICLAV	500 mg + 125 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	14	EE07610	OQCORP SOCIEDAD ANONIMA CERRADA - OQCORP S.A.C.	REYOUNG PHARMACEUTICAL CO. LTD.	AMOXICILINA + CLAVULANATO POTASICO	ESPECIALIDAD FARMACEUTICA	ACT
50566	ACICLAV	500 mg + 125 mg	Tableta Recubierta	Caja Envase Blister Tableta Recubierta	14	EE07610	OQ PHARMA S.A.C.	REYOUNG	AMOXICILINA + CLAVULANATO POTASICO	ESPECIALIDAD FARMACEUTICA	ACT
54116	ACICLAV	875 mg + 125 mg	Tableta Recubierta	Caja Envase Blíster Tabletas Recubiertas	14	EE06168	OQCORP SOCIEDAD ANONIMA CERRADA - OQCORP S.A.C.	NORTH CHINA PHARMACEUTICAL CO., LTD	AMOXICILINA TRIHIDRATO + CLAVULANATO POTASICO	ESPECIALIDAD FARMACEUTICA	ACT
53190	ACICLOVIR	800 mg	Tableta	Caja Envase Blíster Tableta	30	EE07149	SEVEN PHARMA S.A.C.	HETERO LABS LIMITED	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
53100	ACICLOVIR	400 mg	Tableta	Caja Envase Blister Tabletas	50	EN01793	MEDROCK CORPORATION S.A.C.	MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
52493	ACICLOVIR	400 mg	Tableta	Caja Envase Blíster Tableta	32	EE06318	SEVEN PHARMA S.A.C.	HETERO LABS LIMITED	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
52647	ACICLOVIR	5 %	Crema	Caja Tubo x 5 g	1	EN03548	INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA	INSTITUTO QUIMIOTERAPICO S.A.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
49923	ACICLOVIR	200 mg	Tableta	Caja Envase Blister Tabletas	50	EN04199	INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA	INSTITUTO QUIMIOTERAPICO S.A.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
56377	ACICLOVIR	250 mg	Polvo para Solución para Perfusión	Caja x Vial	1	EE10437	AGRIPINO SARMIENTO CCOSCCO	CAPLIN POINT LABORATORIES LIMITED	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
56160	ACICLOVIR	400 mg	Tableta	Caja Envase Blíster Tableta	100	EN00424	INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA	INSTITUTO QUIMIOTERAPICO S.A.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
55929	ACICLOVIR	3 %	Ungüento Oftálmico	Caja Tubo x 5 g	1	EN00473	DROGUERIA LABORATORIOS LANSIER S.A.C.	LABORATORIOS LANSIER S.A.C.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
55930	ACICLOVIR	3 %	Ungüento Oftálmico	Caja Tubo x 3.5 g	1	EN00473	DROGUERIA LABORATORIOS LANSIER S.A.C.	LABORATORIOS LANSIER S.A.C.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
56772	ACICLOVIR	200 mg	Tableta	Caja Envase Blíster Tabletas	100	EN04199	INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA	INSTITUTO QUIMIOTERAPICO S.A.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
56424	ACICLOVIR	800 mg	Tableta	Caja Envase Blíster Tableta	10	EN09137	LABORATORIOS AC FARMA S.A.	LABORATORIOS AC FARMA S.A.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
57362	ACICLOVIR	800 mg	Tableta	Caja Envase Blíster Tableta	10	EN09246	LABORATORIOS PORTUGAL S.R.L.	CIFARMA S.A.C. - LIMA - PERÚ	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
57036	ACICLOVIR	200 mg	Tableta	Caja Envase Blíster Tabletas	100	EN05086	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
58698	ACICLOVIR	5 %	Ungüento	Caja Tubo x 15 g	1	EE04601	GENFAR DEL PERU S.A.C.	FAREVA VILLA RICA S.A.S.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
59073	ACICLOVIR	400 mg	Tableta	Caja Envase Blíster Tableta	30	EE12617	SEVEN PHARMA S.A.C.	HETERO LABS LIMITED	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
59511	ACICLOVIR	400 mg	Tableta	Caja Envase Blíster Tableta	100	EN09756	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
59963	ACICLOVIR	400 mg	Tableta	Caja Envase Blíster Tableta	30	EE06318	SEVEN PHARMA S.A.C.	HETERO LABS LIMITED	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
59990	ACICLOVIR	800 mg	Tableta	Caja Envase Blíster Tableta	10	EE00633	GENFAR DEL PERU S.A.C.	FAREVA VILLA RICA S.A.S.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
46210	ACICLOVIR	200 mg	Tableta	Caja Envase Blíster Tabletas	500	EN03694	LABORATORIOS AC FARMA S.A.	LABORATORIOS AC FARMA S.A.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
47952	ACICLOVIR	400 mg	Tableta	Caja Envase Blister Tableta	1	EE06318	SEVEN PHARMA S.A.C.	HETERO LABS LIMITED	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
48844	ACICLOVIR	5 %	Ungüento	Caja Tubo x 15g	1	EE06350	INVERSIONES INDAURA E.I.R.L.	LABORATORIOS COASPHARMA S.A.S.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
48848	ACICLOVIR	800 mg	Tableta	Caja Envase Blister Tableta	10	EE00633	SANOFI - AVENTIS DEL PERU S.A.	FAREVA VILLA RICA S.A.S.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
48979	ACICLOVIR	800 mg	Comprimido	Caja Envase Blíster Comprimidos	10	EN06762	PERUFARMA S.A.	CIFARMA S.A.C. - LIMA - PERÚ	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
42846	ACICLOVIR	250 mg	Polvo para Solución Inyectable	Caja Vial	10	EN02760	LABORATORIOS AC FARMA S.A.	LABORATORIOS AC FARMA S.A.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
43052	ACICLOVIR	400 mg	Tableta	Caja Envase Blister Tabletas	100	EN04613	LABORATORIOS INDUQUIMICA S.A.	LABORATORIOS INDUQUIMICA S.A.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
41742	ACICLOVIR	250 mg	Polvo para Solución Inyectable	Caja Vial	10	EE04150	VITALIS PERU S.A.C.	VITROFARMA S.A.	ACICLOVIR SODICO	ESPECIALIDAD FARMACEUTICA	ACT
44803	ACICLOVIR	250 mg	Polvo para Solución Inyectable	Caja Vial	10	EE04150	VITALIS PERU S.A.C.	VITALIS S.A.C.I.  PLANTA 2 - COLOMBIA	ACICLOVIR SODICO	ESPECIALIDAD FARMACEUTICA	ACT
45287	ACICLOVIR	200 mg	Tableta	Caja Envase Blíster Tabletas	25	EE01868	SANOFI - AVENTIS DEL PERU S.A.	LABORATORIOS GENERICOS FARMACEUTICOS S.A. - GENFAR S.A.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
45317	ACICLOVIR	5 %	Ungüento	Caja Tubo x 15 g	1	EE04601	SANOFI - AVENTIS DEL PERU S.A.	LABORATORIOS GENERICOS FARMACEUTICOS S.A. - GENFAR S.A.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
45330	ACICLOVIR	800 mg	Tableta	Caja Envase Blíster Tableta	10	EE00633	SANOFI - AVENTIS DEL PERU S.A.	LABORATORIOS GENERICOS FARMACEUTICOS S.A. - GENFAR S.A.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
44378	ACICLOVIR	800 mg	Comprimido	Caja Envase Blíster Comprimidos	10	EN05198	QUIMICA SUIZA S.A.C.	CIFARMA S.A.C. - LIMA - PERÚ	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
44175	ACICLOVIR	250 mg	Polvo para Solución Inyectable	Caja Vial + Ampolla Solvente x 10 mL	10	EN02760	LABORATORIOS AC FARMA S.A.	LABORATORIOS AC FARMA S.A.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
26313	ACICLOVIR	200 mg	Tableta	Caja Envase Blister Tabletas	100	NG2663	MEDROCK CORPORATION S.A.C.	MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA	ACICLOVIR	MEDICAMENTO GENERICO	ACT
108	ACICLOVIR	800 mg	Tableta	Caja Envase Blister Tabletas	10	NG0645	FARMINDUSTRIA S.A.	FARMINDUSTRIA S.A.	ACICLOVIR	MEDICAMENTO GENERICO	ACT
20059	ACICLOVIR	200 mg	Tableta	Caja Envase Blister Tabletas	50	NG2879	LABORATORIOS AC FARMA S.A.	LABORATORIOS AC FARMA S.A.	ACICLOVIR	MEDICAMENTO GENERICO	ACT
25612	ACICLOVIR	200 mg	Tableta	Caja Envase Blister Tabletas	10	NG2663	MEDROCK CORPORATION S.A.C.	MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA	ACICLOVIR	MEDICAMENTO GENERICO	ACT
37050	ACICLOVIR	400 mg	Tableta	Caja Envase Blister Tabletas	100	EN01793	MEDROCK CORPORATION S.A.C.	MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
37071	ACICLOVIR	3 %	Ungüento Oftálmico	Caja Tubo x 3.5 g	1	EN00473	LABORATORIOS LANSIER S.A.C.	LABORATORIOS LANSIER S.A.C.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
33775	ACICLOVIR	5 %	Crema	Tubo X 15 g	1	EN00023	FARMINDUSTRIA S.A.	FARMINDUSTRIA S.A.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
34156	ACICLOVIR	800 mg	Comprimido	Caja Envase Blíster Comprimidos	10	NG6353	QUIMICA SUIZA S.A.C.	CIFARMA S.A.C. - LIMA - PERÚ	ACICLOVIR	MEDICAMENTO GENERICO	ACT
41272	ACICLOVIR	400 mg	Tableta	Caja Envase Blister Tabletas	100	EN02118	MEDIFARMA S.A.	MEDIFARMA S.A.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
41346	ACICLOVIR	800 mg	Tableta	Caja Envase Blister Tabletas	10	EN05216	FARMINDUSTRIA S.A.	FARMINDUSTRIA S.A.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
40572	ACICLOVIR	5 %	Crema	Caja Tubo x 5 g	1	EN00023	FARMINDUSTRIA S.A.	FARMINDUSTRIA S.A.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
40591	ACICLOVIR	5 %	Ungüento	Caja Tubo x 15 g	1	EE04601	GENFAR DEL PERU S.A.C.	LABORATORIOS GENERICOS FARMACEUTICOS S.A. - GENFAR S.A.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
40290	ACICLOVIR	5 %	Crema	Caja Tubo x 5 g	1	EN01565	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
40009	ACICLOVIR	800 mg	Tableta	Caja Envase Blister Tabletas	10	EE00633	GENFAR DEL PERU S.A.C.	LABORATORIOS GENERICOS FARMACEUTICOS S.A. - GENFAR S.A.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
40089	ACICLOVIR	200 mg	Tableta	Caja Envase Blister Tabletas	25	EE01868	GENFAR DEL PERU S.A.C.	LABORATORIOS GENERICOS FARMACEUTICOS S.A. - GENFAR S.A.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
39695	ACICLOVIR	800 mg	Tableta	Caja Envase Blister Tabletas	10	EN01862	INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA	INSTITUTO QUIMIOTERAPICO S.A.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
38048	ACICLOVIR	200 mg	Tableta	Caja Envase Blister Tabletas	100	EN00621	LABORATORIOS INDUQUIMICA S.A.	LABORATORIOS INDUQUIMICA S.A.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
38078	ACICLOVIR	200 mg	Tableta	Caja Envase Blister Tabletas	100	EN02802	MEDROCK CORPORATION S.A.C.	MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
38399	ACICLOVIR	3 %	Ungüento Oftálmico	Caja Tubo x 5 g	1	EN00473	LABORATORIOS LANSIER S.A.C.	LABORATORIOS LANSIER S.A.C.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
39597	ACICLOVIR	200 mg	Tableta	Caja Envase Blister Tabletas	100	EN01554	FARMINDUSTRIA S.A.	FARMINDUSTRIA S.A.	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
38523	ACIDINO	800 mg + 40 mg	Tableta Masticable	Caja Envase Blister Tabletas Masticables	60	EN00984	DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.	DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.	MAGALDRATO	ESPECIALIDAD FARMACEUTICA	ACT
44188	ACIDINO	800 mg + 40 mg	Tableta Masticable	Caja Envase Blister Tabletas Masticables	12	EN00984	DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.	DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.	MAGALDRATO	ESPECIALIDAD FARMACEUTICA	ACT
43644	ACIDO ACETILSALICILICO	100 mg	Tableta	Caja Envase Blister Tabletas	100	EE04655	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	CSPC OUYI PHARMACEUTICAL CO. LTD.	ACIDO ACETILSALICILICO	ESPECIALIDAD FARMACEUTICA	ACT
45424	ACIDO ACETILSALICILICO	100 mg	Comprimido	Caja Envase Blíster Comprimidos	30	EE04010	SANOFI - AVENTIS DEL PERU S.A.	SANOFI - AVENTIS DE COLOMBIA S.A.	ACIDO ACETILSALICILICO	ESPECIALIDAD FARMACEUTICA	ACT
42051	ACIDO ACETILSALICILICO	100 mg	Comprimido	Caja Envase Blíster Comprimidos	100	EE04010	GENFAR DEL PERU S.A.C.	SANOFI - AVENTIS DE COLOMBIA S.A.	ACIDO ACETILSALICILICO	ESPECIALIDAD FARMACEUTICA	ACT
42566	ACIDO ACETILSALICILICO	500 mg	Tableta	Caja Envase Blister Tabletas	100	EN01287	MEDIFARMA S.A.	MEDIFARMA S.A.	ACIDO ACETILSALICILICO	ESPECIALIDAD FARMACEUTICA	ACT
45686	ACIDO ACETILSALICILICO	100 mg	Comprimido	Caja Envase Blíster Comprimidos	100	EE04010	SANOFI - AVENTIS DEL PERU S.A.	SANOFI - AVENTIS DE COLOMBIA S.A.	ACIDO ACETILSALICILICO	ESPECIALIDAD FARMACEUTICA	ACT
37768	ACIDO ACETILSALICILICO	100 mg	Tableta	Caja Envase Blister Tabletas	100	EE00045	JPS DISTRIBUCIONES E.I.R.L	CSPC OUYI PHARMACEUTICAL CO. LTD.	ACIDO ACETILSALICILICO	ESPECIALIDAD FARMACEUTICA	ACT
35441	ACIDO ACETILSALICILICO	100 mg	Tableta	Caja Envase Blister Tabletas	100	EN01442	MEDIFARMA S.A.	MEDIFARMA S.A.	ACIDO ACETILSALICILICO	ESPECIALIDAD FARMACEUTICA	ACT
35442	ACIDO ACETILSALICILICO	100 mg	Tableta	Caja Envase Blister Tabletas	10	EN01442	MEDIFARMA S.A.	MEDIFARMA S.A.	ACIDO ACETILSALICILICO	ESPECIALIDAD FARMACEUTICA	ACT
35443	ACIDO ACETILSALICILICO	100 mg	Tableta	Caja Envase Blister Tabletas	500	EN01442	MEDIFARMA S.A.	MEDIFARMA S.A.	ACIDO ACETILSALICILICO	ESPECIALIDAD FARMACEUTICA	ACT
29289	ACIDO ACETILSALICILICO	100 mg	Tableta	Caja Envase Blister Tabletas	500	EG6405	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	CSPC OUYI PHARMACEUTICAL CO. LTD.	ACIDO ACETILSALICILICO	MEDICAMENTO GENERICO	ACT
29511	ACIDO ACETILSALICILICO	100 mg	Tableta	Caja Envase Blister Tabletas	100	EG6405	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	CSPC OUYI PHARMACEUTICAL CO. LTD.	ACIDO ACETILSALICILICO	MEDICAMENTO GENERICO	ACT
29823	ACIDO ACETILSALICILICO	100 mg	Tableta	Caja Envase Blister Tabletas	1	EG6405	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	CSPC OUYI PHARMACEUTICAL CO. LTD.	ACIDO ACETILSALICILICO	MEDICAMENTO GENERICO	ACT
29824	ACIDO ACETILSALICILICO	100 mg	Tableta	Caja Envase Blister Tabletas	10	EG6405	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	CSPC OUYI PHARMACEUTICAL CO. LTD.	ACIDO ACETILSALICILICO	MEDICAMENTO GENERICO	ACT
29825	ACIDO ACETILSALICILICO	100 mg	Tableta	Caja Envase Blister Tabletas	20	EG6405	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	CSPC OUYI PHARMACEUTICAL CO. LTD.	ACIDO ACETILSALICILICO	MEDICAMENTO GENERICO	ACT
29826	ACIDO ACETILSALICILICO	100 mg	Tableta	Caja Envase Blister Tabletas	25	EG6405	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	CSPC OUYI PHARMACEUTICAL CO. LTD.	ACIDO ACETILSALICILICO	MEDICAMENTO GENERICO	ACT
29827	ACIDO ACETILSALICILICO	100 mg	Tableta	Caja Envase Blister Tabletas	50	EG6405	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	CSPC OUYI PHARMACEUTICAL CO. LTD.	ACIDO ACETILSALICILICO	MEDICAMENTO GENERICO	ACT
29828	ACIDO ACETILSALICILICO	100 mg	Tableta	Caja Envase Blister Tabletas	250	EG6405	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	CSPC OUYI PHARMACEUTICAL CO. LTD.	ACIDO ACETILSALICILICO	MEDICAMENTO GENERICO	ACT
56414	ACIDO ACETILSALICILICO	100 mg	Comprimido	Caja Envase Blíster Comprimidos	30	EE04010	GENFAR DEL PERU S.A.C.	SANOFI - AVENTIS DE COLOMBIA S.A.	ACIDO ACETILSALICILICO	ESPECIALIDAD FARMACEUTICA	ACT
54891	ACIDO ACETILSALICILICO	100 mg	Tableta	Caja Envase Blíster Tabletas	500	EE04655	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	CSPC OUYI PHARMACEUTICAL CO. LTD.	ACIDO ACETILSALICILICO	ESPECIALIDAD FARMACEUTICA	ACT
60307	ÁCIDO ACETILSALICÍLICO	100 mg	Comprimido	Caja Envase Blíster Comprimidos	100	EE04010	GENFAR DEL PERU S.A.C.	GENFAR DESARROLLO Y MANUFACTURA S.A.	ACIDO ACETILSALICILICO	ESPECIALIDAD FARMACEUTICA	ACT
60308	ÁCIDO ACETILSALICÍLICO	100 mg	Comprimido	Caja Envase Blíster Comprimidos	30	EE04010	GENFAR DEL PERU S.A.C.	GENFAR DESARROLLO Y MANUFACTURA S.A.	ACIDO ACETILSALICILICO	ESPECIALIDAD FARMACEUTICA	ACT
54549	ACIDO ALENDRONICO	70 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	4	EN08507	QUIMICA SUIZA S.A.C.	CIFARMA S.A.C. - LIMA - PERÚ	ACIDO ALENDRONICO	ESPECIALIDAD FARMACEUTICA	ACT
